call_no,incident_type,type_description,address,alarm_time,alarms,primary_unit,census_tract,neighborhood,council_district,ward,tract,public_works_division,pli_division,police_zone,fire_zone,latitude,longitude
F150043982,131,Passenger vehicle fire,"GOULD AVE & EAST ST, PITTSBURGH PA 15214",2015-06-09T08:31:02,0,231EN34,2602,Perry North,1,26,42003260200,1,26,1,15-Jan,40.4878176,-80.01206932
F150044026,151,"Outside rubbish, trash or waste fire","KIRKWOOD ST & N WHITFIELD S, PITTSBURGH PA 15206",2015-06-09T11:26:46,0,231EN08,1115,East Liberty,9,11,42003111500,2,11,5,8-Mar,40.46228144,-79.92538347
F150044390,111,Building fire,"3300 BLOCK WEBSTER AVE, PITTSBURGH PA 15219",2015-06-10T17:53:55,1,231EN10,506,Upper Hill,6,5,42003050600,3,5,2,5-Feb,40.45283452,-79.96451209
F150044910,113,"Cooking fire, confined to container","4400 BLOCK CENTRE AVE, PITTSBURGH PA 15219",2015-06-12T13:03:11,1,231EN10,507,North Oakland,8,4,42003562000,3,4,4,23-Feb,40.45117795,-79.95357931
F140020661,142,Brush or brush-and-grass mixture fire,"400 BLOCK SALINE ST, PITTSBURGH PA 15207",2014-03-20T14:52:56,0,231EN12,1516,Greenfield,5,15,42003151600,3,15,4,12-Feb,40.42746031,-79.94678118
F150045027,151,"Outside rubbish, trash or waste fire","TONY DORSETT DR & W GENERAL, PITTSBURGH PA 15212",2015-06-12T18:25:21,0,231EN32,2205,,,,,,,,7-Jan,,
F150045308,111,Building fire,"2700 BLOCK ZEPHYR AVE, PITTSBURGH PA 15204",2015-06-13T19:16:44,2,231EN31,2018,Sheraden,2,20,42003562500,5,20,6,16-Jan,40.45306803,-80.04934302
F150045791,111,Building fire,"00 BLOCK BRIGGS ST, PITTSBURGH PA 15226",2015-06-15T02:39:47,1,231EN23,3207,Overbrook,4,32,42003320700,4,32,3,25-Apr,40.38491543,-79.99667773
F150046087,113,"Cooking fire, confined to container","300 BLOCK FLOWERS AVE, PITTSBURGH PA 15207",2015-06-15T17:54:47,1,231EN13,1515,Hazelwood,5,15,42003562300,3,15,4,13-Feb,40.41085832,-79.94056013
F150046545,111,Building fire,"6000 BLOCK ST MARIE ST, PITTSBURGH PA 15206",2015-06-17T01:00:40,1,231EN08,1113,East Liberty,9,11,42003111300,2,11,5,8-Mar,40.46889619,-79.92136509
F150022299,118,"Trash or rubbish fire, contained","600 BLOCK WOOD ST, PITTSBURGH PA 15219",2015-03-23T09:31:04,1,231EN03,201,Central Business District,6,2,42003020100,6,2,2,3-Jan,40.44209205,-79.99942351
F150022400,142,Brush or brush-and-grass mixture fire,"600 BLOCK DORNBUSH ST, PITTSBURGH PA 15221",2015-03-23T16:25:29,0,231EN17,1306,East Hills,9,13,42003130600,2,13,5,17-Mar,40.45252634,-79.87641284
F150022424,114,"Chimney or flue fire, confined to chimney or flue","1000 BLOCK SHEFFIELD ST, PITTSBURGH PA 15233",2015-03-23T17:52:41,1,231EN37,2107,Manchester,6,22,42003210700,1,22,1,8-Jan,40.45410332,-80.01979575
F160022053,160,"Special outside fire, Other","1400 BLOCK FIRTH ST, PITTSBURGH PA 15212",2016-03-22T17:08:09,1,231EN32,2620,Spring Hill-City View,1,24,42003262000,1,24,1,24-Jan,40.46223847,-79.98839395
F160022070,131,Passenger vehicle fire,"100 BLOCK CEDARBROOK DR, PITTSBURGH PA 15220",2016-03-22T18:13:12,1,231EN30,2815,Crafton Heights,2,28,42003281500,5,28,6,17-Jan,40.44141142,-80.04975085
F160022370,113,"Cooking fire, confined to container","200 BLOCK LOTHROP ST, PITTSBURGH PA 15213",2016-03-23T19:11:09,1,231EN10,402,West Oakland,8,4,42003040200,3,4,4,14-Feb,40.44173012,-79.96109344
F160022397,131,Passenger vehicle fire,"2100 BLOCK ROSE ST, PITTSBURGH PA 15219",2016-03-23T21:22:50,0,231EN04,501,Terrace Village,6,5,42003051100,3,5,2,1-Feb,40.4439198,-79.97667787
F160022402,140,"Natural vegetation fire, Other","900 BLOCK PENN AVE, PITTSBURGH PA 15219",2016-03-23T21:34:02,0,231EN03,201,Central Business District,6,2,42003020100,6,2,2,3-Jan,40.4436107,-79.99804356
F160022425,113,"Cooking fire, confined to container","300 BLOCK MEYRAN AVE, PITTSBURGH PA 15213",2016-03-23T23:45:36,1,231EN10,405,Central Oakland,3,4,42003040500,3,4,4,14-Feb,40.43894379,-79.95670299
F160022432,118,"Trash or rubbish fire, contained","OPHELIA ST & KENNETT SQ, PITTSBURGH PA 15213",2016-03-24T00:43:07,1,231EN10,409,South Oakland,3,4,42003040900,3,4,4,10-Feb,40.43433395,-79.96139083
F160022557,143,Grass fire,"500 BLOCK KNOLL ST, PITTSBURGH PA 15212",2016-03-24T13:07:40,0,231EN32,2304,East Allegheny,1,23,42003563200,1,23,1,6-Jan,40.45743796,-80.00189362
F140039114,111,Building fire,"7500 BLOCK BENNETT ST, PITTSBURGH PA 15208",2014-06-02T21:03:58,1,231EN17,1304,Homewood South,9,13,42003130400,2,13,5,17-Mar,40.45527585,-79.89220413
F140039310,111,Building fire,"7700 BLOCK ALSACE ST, PITTSBURGH PA 15208",2014-06-03T16:45:13,1,231EN17,1304,Homewood South,9,13,42003130400,2,13,5,17-Mar,40.45154294,-79.88977675
F150047309,151,"Outside rubbish, trash or waste fire","LYTLE ST & COURTLAND ST, PITTSBURGH PA 15207",2015-06-19T14:38:32,0,231TK13,1501,Hazelwood,5,15,42003562900,3,15,4,13-Feb,40.40516608,-79.94497555
F150047487,111,Building fire,"800 BLOCK MT PLEASANT RD, PITTSBURGH PA 15241",2015-06-20T09:29:59,1,231EN38,2609,Northview Heights,1,26,42003260900,1,26,1,13-Jan,40.47574398,-79.99947307
F150047739,111,Building fire,"1100 BLOCK GOETTMAN ST, PITTSBURGH PA 15212",2015-06-21T04:53:37,3,231EN32,2406,Troy Hill,1,24,42003240600,1,24,1,2-Jan,40.45818014,-79.99195318
F150047988,151,"Outside rubbish, trash or waste fire","1600 BLOCK OAKHURST ST, PITTSBURGH PA 15210",2015-06-21T22:09:59,0,231EN23,2901,Carrick,4,29,42003290100,4,29,3,23-Apr,40.3997655,-79.99111143
F150048203,142,Brush or brush-and-grass mixture fire,"1500 BLOCK NAPOLEON ST, PITTSBURGH PA 15216",2015-06-22T16:25:43,0,231EN28,1916,Beechview,4,19,42003191600,5,19,6,28-Apr,40.41220529,-80.02937068
F150048235,113,"Cooking fire, confined to container","5900 BLOCK DOUGLAS ST, PITTSBURGH PA 15217",2015-06-22T17:58:56,1,231EN19,1408,Squirrel Hill South,5,14,42003140800,3,14,4,21-Feb,40.43310845,-79.91978115
F150048254,111,Building fire,"5100 BLOCK LYTLE ST, PITTSBURGH PA 15207",2015-06-22T19:05:36,1,231EN13,1501,Hazelwood,5,15,42003562900,3,15,4,13-Feb,40.40668763,-79.94538725
F130014099,131,Passenger vehicle fire,"1400 BLOCK ELM ST, PITTSBURGH PA 15221",2013-02-26T23:33:22,0,231EN16,NA,,,,42003561200,,,,16-Mar,40.44654783,-79.88136026
F140039618,111,Building fire,"7300 BLOCK HAMILTON AVE, PITTSBURGH PA 15221",2014-06-04T18:49:15,1,231EN17,1303,Homewood South,9,13,42003130300,2,13,5,17-Mar,40.45401652,-79.89564429
F150048316,142,Brush or brush-and-grass mixture fire,"00 BLOCK RENOVA ST, PITTSBURGH PA 15207",2015-06-22T22:59:05,0,231EN13,1515,Hazelwood,5,15,42003562300,3,15,4,13-Feb,40.4001929,-79.93980143
F150048328,100,"Fire, Other","1500 BLOCK RUTHERFORD AVE, PITTSBURGH PA 15216",2015-06-23T00:06:52,1,231EN28,1916,Beechview,4,19,42003191600,5,19,6,28-Apr,40.41286787,-80.02687265
F150048347,111,Building fire,"100 BLOCK HORNADAY RD, PITTSBURGH PA 15210",2015-06-23T04:19:27,1,231EN23,2902,Carrick,4,29,42003290200,4,29,3,12-Apr,40.3945116,-79.98573918
F150048470,118,"Trash or rubbish fire, contained","5200 BLOCK UNIVERSITY DRIVE C DR, PITTSBURGH PA 15213",2015-06-23T12:57:04,1,231EN10,510,North Oakland,8,4,42003982200,3,4,4,7-Feb,40.44505136,-79.95716897
F150048588,113,"Cooking fire, confined to container","200 BLOCK KENNEDY AVE, PITTSBURGH PA 15214",2015-06-23T17:30:15,1,231EN38,2615,Perry South,1,26,42003261500,1,26,1,23-Jan,40.47425994,-80.01053271
F150048779,111,Building fire,"700 BLOCK CEDAR AVE, PITTSBURGH PA 15212",2015-06-24T12:18:45,1,231EN32,2304,East Allegheny,1,23,42003563200,1,23,1,20-Jan,40.45298858,-80.00151678
F150049013,131,Passenger vehicle fire,"HABERMAN AVE & KATHLEEN ST, PITTSBURGH PA 15210",2015-06-25T08:30:36,0,231EN27,1807,Mount Washington,3,18,42003180700,4,18,3,5-Apr,40.42556949,-80.00262745
F150049238,160,"Special outside fire, Other","100 BLOCK 48TH ST, PITTSBURGH PA 15201",2015-06-26T02:38:20,0,231EN07,901,Central Lawrenceville,7,9,42003090100,2,9,2,5-Mar,40.47718814,-79.95948217
F150049350,131,Passenger vehicle fire,"3200 BLOCK NIAGARA ST, PITTSBURGH PA 15219",2015-06-26T11:54:06,0,231EN10,409,South Oakland,3,4,42003040900,3,4,4,10-Feb,40.43389154,-79.96037784
F150049397,113,"Cooking fire, confined to container","2400 BLOCK PENN AVE, PITTSBURGH PA 15222",2015-06-26T14:04:57,1,231EN03,203,Strip District,7,2,42003020300,6,2,2,25-Feb,40.45341498,-79.98019353
F140040530,154,Dumpster or other outside trash receptacle fire,"3200 BLOCK DAWSON ST, PITTSBURGH PA 15213",2014-06-08T00:43:34,0,231EN10,409,South Oakland,3,4,42003040900,3,4,4,11-Feb,40.42991296,-79.95398398
F150049551,111,Building fire,"100 BLOCK SANTRON AVE, PITTSBURGH PA 15210",2015-06-26T23:40:21,2,231EN23,2904,Carrick,4,29,42003290400,4,29,3,23-Apr,40.39048934,-79.98759008
F150049576,113,"Cooking fire, confined to container","1600 BLOCK FALCK AVE, PITTSBURGH PA 15212",2015-06-27T05:16:48,1,231EN35,2703,Brighton Heights,1,27,42003270300,1,27,1,14-Jan,40.47844909,-80.03887905
F140020906,111,Building fire,"1600 BLOCK WESTMORELAND AVE, PITTSBURGH PA 15206",2014-03-21T15:35:19,1,231EN15,1202,Lincoln-Lemington-Belmar,9,12,42003561900,2,12,5,18-Mar,40.4694989,-79.89213897
F140021033,113,"Cooking fire, confined to container","2000 BLOCK STRAUBS LN, PITTSBURGH PA 15212",2014-03-22T05:54:17,1,231EN32,2406,Troy Hill,1,24,42003240600,1,24,1,2-Jan,40.46816421,-79.98093096
F140021099,113,"Cooking fire, confined to container","6200 BLOCK HUNTRESS ST, PITTSBURGH PA 15206",2014-03-22T13:36:50,1,231EN08,1113,East Liberty,9,11,42003111300,2,11,5,8-Mar,40.46728245,-79.91850249
F150049683,113,"Cooking fire, confined to container","1400 BLOCK STRAKA ST, PITTSBURGH PA 15204",2015-06-27T13:17:31,1,231EN31,2814,Crafton Heights,2,28,42003281400,5,28,6,16-Jan,40.44843719,-80.06043193
F150049942,100,"Fire, Other","1400 BLOCK W NORTH AVE, PITTSBURGH PA 15233",2015-06-28T08:03:00,1,231EN37,2107,Manchester,6,21,42003210700,1,21,1,8-Jan,40.4522483,-80.02580148
F150049995,131,Passenger vehicle fire,"1600 BLOCK SANDUSKY CT, PITTSBURGH PA 15212",2015-06-28T13:52:20,0,231EN38,2509,Central Northside,6,25,42003220600,1,25,1,10-Jan,40.45893258,-80.00544754
F150050069,154,Dumpster or other outside trash receptacle fire,"MARION ST & FORBES AVE, PITTSBURGH PA 15219",2015-06-28T22:19:15,0,231EN04,103,Bluff,6,1,42003010300,3,1,2,4-Feb,40.43761497,-79.98420859
F150050073,111,Building fire,"900 BLOCK WASHINGTON BLVD, PITTSBURGH PA 15206",2015-06-28T22:46:52,1,231EN15,1208,Larimer,9,12,42003120800,2,12,5,12-Mar,40.46001123,-79.90719061
F150050120,111,Building fire,"900 BLOCK WASHINGTON BLVD, PITTSBURGH PA 15206",2015-06-29T06:46:03,1,231EN15,1208,Larimer,9,12,42003120800,2,12,5,12-Mar,40.46001123,-79.90719061
F160022577,111,Building fire,"700 BLOCK BOGGS AVE, PITTSBURGH PA 15211",2016-03-24T14:19:39,1,231EN27,1915,Mount Washington,4,19,42003191500,5,19,3,27-Apr,40.41961438,-80.01150739
F130038710,111,Building fire,"2200 BLOCK BEAVER AVE, PITTSBURGH PA 15233",2013-06-06T12:10:36,1,231EN37,2108,Chateau,6,21,42003980600,1,21,1,8-Jan,40.4613519,-80.03174256
F150050405,118,"Trash or rubbish fire, contained","100 BLOCK TECUMSEH ST, PITTSBURGH PA 15207",2015-06-30T00:47:00,1,231EN13,1515,Hazelwood,5,15,42003562300,3,15,4,13-Feb,40.40861174,-79.94313508
F150050661,131,Passenger vehicle fire,"4900 BLOCK BAUM BLVD, PITTSBURGH PA 15224",2015-06-30T20:03:16,0,231EN06,804,Bloomfield,7,8,42003080400,2,8,5,23-Feb,40.45430778,-79.94651873
F150050834,140,"Natural vegetation fire, Other","800 BLOCK ESTELLA ST, PITTSBURGH PA 15210",2015-07-01T13:57:47,0,231EN27,1809,Beltzhoover,3,18,42003562400,4,18,3,21-Apr,40.41579476,-80.00057154
F150050889,113,"Cooking fire, confined to container","4200 BLOCK MCCASLIN ST, PITTSBURGH PA 15217",2015-07-01T17:05:47,1,231EN12,1517,Greenfield,5,15,42003151700,3,15,4,12-Feb,40.42298243,-79.9367067
F150050957,111,Building fire,"1500 BLOCK FORSYTHE ST, PITTSBURGH PA 15212",2015-07-01T22:22:43,1,231EN35,2715,Marshall-Shadeland,1,27,42003271500,1,27,1,14-Jan,40.47076013,-80.03367998
F150050976,131,Passenger vehicle fire,"2100 BLOCK VANTINE ST, PITTSBURGH PA 15221",2015-07-02T00:28:06,1,231EN16,NA,,,,42003561400,,,,20-Mar,40.45190891,-79.86370405
F150051201,131,Passenger vehicle fire,"3000 BLOCK NEW BEAVER AVE, PITTSBURGH PA 15212",2015-07-02T20:51:06,0,231EN35,2704,Marshall-Shadeland,1,27,42003980900,1,27,1,14-Jan,40.47086985,-80.03958003
F150051461,140,"Natural vegetation fire, Other","800 BLOCK ASHDALE ST, PITTSBURGH PA 15211",2015-07-03T20:17:36,0,231EN27,1809,Beltzhoover,3,18,42003562400,4,18,3,21-Apr,40.41531634,-79.99962123
F150051574,113,"Cooking fire, confined to container","2100 BLOCK PIONEER AVE, PITTSBURGH PA 15226",2015-07-04T09:24:13,1,231EN26,1917,Brookline,4,19,42003191700,4,19,6,26-Apr,40.40110113,-80.01955761
F150051585,131,Passenger vehicle fire,"300 BLOCK FLOWERS AVE, PITTSBURGH PA 15207",2015-07-04T10:36:15,0,231EN13,1515,Hazelwood,5,15,42003562300,3,15,4,13-Feb,40.41085832,-79.94056013
F150051600,130,"Mobile property (vehicle) fire, Other","WOODVILLE AVE & W SAW MILL, PITTSBURGH PA 15220",2015-07-04T12:04:18,0,231EN30,2019,,,,,,,,17-Jan,,
F150051623,113,"Cooking fire, confined to container","3900 BLOCK VINCETON ST, PITTSBURGH PA 15214",2015-07-04T14:14:43,1,231EN34,2602,Perry North,1,26,42003260200,1,26,1,15-Jan,40.48852507,-80.02341839
F130090172,118,"Trash or rubbish fire, contained","1100 BLOCK ROSS AVE, PITTSBURGH PA 15221",2013-12-18T19:26:52,1,231EN16,NA,,,,42003561000,,,,21-Mar,40.44047106,-79.87814746
F150051685,130,"Mobile property (vehicle) fire, Other","100 BLOCK VIRGINIA AVE, PITTSBURGH PA 15211",2015-07-04T19:47:52,0,231EN27,1914,Mount Washington,2,19,42003191400,5,19,3,27-Apr,40.4295302,-80.00733147
F150051741,111,Building fire,"1100 BLOCK FRANKLIN AVE, PITTSBURGH PA 15221",2015-07-04T22:44:10,1,231EN16,NA,Manchester,6,21,42003210700,1,21,1,8-Jan,40.45686201,-80.02192834
F150051833,113,"Cooking fire, confined to container","4000 BLOCK PENN AVE, PITTSBURGH PA 15224",2015-07-05T09:35:47,1,231EN06,902,Bloomfield,7,9,42003090300,2,9,5,6-Mar,40.46513539,-79.95790764
F150051837,113,"Cooking fire, confined to container","1100 BLOCK S AVE, PITTSBURGH PA 15221",2015-07-05T10:00:02,1,231EN16,NA,,,,42003561000,,,,21-Mar,40.43967768,-79.87859234
F150051888,151,"Outside rubbish, trash or waste fire","SYLVAN AVE & GREENFIELD AVE, PITTSBURGH PA 15207",2015-07-05T14:19:32,0,231EN12,1516,Hazelwood,5,15,42003562900,3,15,4,12-Feb,40.42566482,-79.94983541
F150051939,154,Dumpster or other outside trash receptacle fire,"FRIENDSHIP AVE & S MILLVALE, PITTSBURGH PA 15224",2015-07-05T18:37:23,0,231EN06,809,Bloomfield,7,8,42003080900,2,8,5,6-Mar,40.46268763,-79.94558143
F150051944,111,Building fire,"1000 BLOCK GLENN AVE, PITTSBURGH PA 15221",2015-07-05T19:01:09,1,231EN16,NA,,,,42003561100,,,,16-Mar,40.44509363,-79.87750126
F150051946,113,"Cooking fire, confined to container","5100 BLOCK DEARBORN ST, PITTSBURGH PA 15224",2015-07-05T19:19:19,1,231EN06,1017,Garfield,9,10,42003101700,2,10,5,4-Mar,40.4656688,-79.94266488
F140042572,131,Passenger vehicle fire,"1100 BLOCK HALL ST, PITTSBURGH PA 15212",2014-06-15T03:49:08,0,231EN35,2715,Marshall-Shadeland,1,27,42003271500,1,27,1,14-Jan,40.47674065,-80.0282123
F150051951,111,Building fire,"900 BLOCK BLACKADORE ST, PITTSBURGH PA 15226",2015-07-05T19:48:16,1,231EN08,1301,Homewood North,9,13,42003130100,2,13,5,17-Mar,40.45552455,-79.88306177
F150051962,113,"Cooking fire, confined to container","5600 BLOCK DUNMOYLE ST, PITTSBURGH PA 15217",2015-07-05T20:36:39,1,231EN12,1402,Squirrel Hill North,8,14,42003140200,3,14,4,17-Feb,40.44747376,-79.92926778
F140043423,131,Passenger vehicle fire,"1900 BLOCK BROWNSVILLE RD, PITTSBURGH PA 15210",2014-06-18T15:02:24,0,231EN23,2901,Carrick,4,29,42003290100,4,29,3,12-Apr,40.39605243,-79.9875055
F150052002,151,"Outside rubbish, trash or waste fire","7100 BLOCK MONTICELLO ST, PITTSBURGH PA 15208",2015-07-05T23:36:47,0,231EN17,1302,Homewood North,9,13,42003130200,2,13,5,17-Mar,40.45996066,-79.8976539
F150052020,151,"Outside rubbish, trash or waste fire","HAMILTON AVE & BRUSHTON AVE, PITTSBURGH PA 15208",2015-07-06T02:24:25,0,231EN17,1304,Homewood South,9,13,42003130400,2,13,5,17-Mar,40.45272535,-79.88919046
F150052108,111,Building fire,"4000 BLOCK FRANKLIN RD, PITTSBURGH PA 15214",2015-07-06T11:23:14,1,231EN38,2602,Perry North,1,26,42003260200,1,26,1,15-Jan,40.49129286,-80.01884949
F150052290,111,Building fire,"700 BLOCK EXCELSIOR ST, PITTSBURGH PA 15210",2015-07-06T22:50:44,1,231EN30,1803,Allentown,3,18,42003180300,4,18,3,5-Apr,40.422704,-79.99577535
F150052342,118,"Trash or rubbish fire, contained","3600 BLOCK FORBES AVE, PITTSBURGH PA 15213",2015-07-07T07:22:03,1,231EN10,405,Central Oakland,3,4,42003040500,3,4,4,14-Feb,40.44026446,-79.9574405
F150053109,162,Outside equipment fire,"7100 BLOCK HAMILTON AVE, PITTSBURGH PA 15208",2015-07-09T05:50:42,0,231EN17,1303,Homewood South,9,13,42003130300,2,13,5,17-Mar,40.45480539,-79.89936147
F150053211,150,"Outside rubbish fire, Other","400 BLOCK PENN AVE, PITTSBURGH PA 15221",2015-07-09T12:49:26,0,231EN16,NA,,,,42003560400,,,,16-Mar,40.44509057,-79.88881511
F150053243,113,"Cooking fire, confined to container","100 BLOCK PENFORT ST, PITTSBURGH PA 15212",2015-07-09T14:51:51,1,231EN34,2609,Northview Heights,1,26,42003260900,1,26,1,13-Jan,40.4733496,-80.00282222
F150053267,111,Building fire,"100 BLOCK MAYFLOWER ST, PITTSBURGH PA 15206",2015-07-09T16:10:52,1,231EN08,1208,Larimer,9,12,42003120800,2,12,5,10-Mar,40.46429474,-79.91609347
F150053600,113,"Cooking fire, confined to container","5700 BLOCK CENTRE AVE, PITTSBURGH PA 15206",2015-07-10T18:21:29,1,231EN08,705,Shadyside,8,7,42003070500,2,7,4,11-Mar,40.45700782,-79.93345844
F160022613,131,Passenger vehicle fire,"W SAW MILL RUN BLVD & WOODRUF, PITTSBURGH PA 15211",2016-03-24T16:03:09,0,231EN28,1911,Mount Washington,2,19,42003191400,5,19,3,1-Apr,40.42585747,-80.01986591
F140044780,160,"Special outside fire, Other","N LANG AVE & FOREST WAY, PITTSBURGH PA 15208",2014-06-23T19:03:28,0,231EN17,1301,Homewood North,9,13,42003130200,2,13,5,17-Mar,40.45834623,-79.89835728
F130091887,113,"Cooking fire, confined to container","1000 BLOCK BRINTELL ST, PITTSBURGH PA 15201",2013-12-25T17:39:24,1,231EN07,1005,Stanton Heights,9,10,42003100500,2,10,5,7-Mar,40.47706081,-79.93876036
F150053729,100,"Fire, Other","300 BLOCK EDITH ST, PITTSBURGH PA 15211",2015-07-11T10:20:58,1,231EN27,1911,Duquesne Heights,2,19,42003191100,5,19,3,1-Apr,40.43767461,-80.02395121
F150053917,111,Building fire,"900 BLOCK EUREKA ST, PITTSBURGH PA 15211",2015-07-12T02:18:10,1,231EN27,1803,Allentown,3,18,42003180300,4,18,3,5-Apr,40.4237166,-79.991727
F150053942,111,Building fire,"900 BLOCK EUREKA ST, PITTSBURGH PA 15210",2015-07-12T06:37:07,1,231EN27,1803,Allentown,3,18,42003180300,4,18,3,5-Apr,40.4237166,-79.991727
F150054334,131,Passenger vehicle fire,"WHEELER ST & MOHLER ST, PITTSBURGH PA 15221",2015-07-13T17:11:50,0,231EN17,1301,Homewood North,9,13,42003130100,2,13,5,17-Mar,40.4561791,-79.88442576
F140044833,111,Building fire,"4900 BLOCK BAUM BLVD, PITTSBURGH PA 15213",2014-06-23T23:47:17,1,231EN10,804,Bloomfield,7,8,42003080400,2,8,5,23-Feb,40.45430778,-79.94651873
F150054360,111,Building fire,"5300 BLOCK SCHENLEY DR, PITTSBURGH PA 15217",2015-07-13T19:34:31,1,231EN18,1413,Garfield,9,10,42003101600,2,10,5,4-Mar,40.47218228,-79.9376867
F150054389,131,Passenger vehicle fire,"NB STATE HWY 28 NB AT 31S, PITTSBURGH PA 15216",2015-07-13T20:58:58,0,231EN32,2406,,,,,,,,1-Jan,,
F150054445,111,Building fire,"200 BLOCK 45TH ST, PITTSBURGH PA 15201",2015-07-14T01:32:20,2,231EN06,902,Central Lawrenceville,7,9,42003090100,2,9,2,3-Mar,40.4720956,-79.95932284
F150054723,111,Building fire,"1600 BLOCK ARLINGTON AVE, PITTSBURGH PA 15210",2015-07-14T20:52:05,1,231EN22,1706,Mount Oliver Borough,,0,42003300100,0,0,3,Mt Oliver,40.41845183,-79.98819735
F150022944,151,"Outside rubbish, trash or waste fire","700 BLOCK BERND ST, PITTSBURGH PA 15210",2015-03-25T18:10:01,0,231EN27,1809,Beltzhoover,3,18,42003562400,4,18,3,21-Apr,40.41668863,-79.99825189
F150055080,151,"Outside rubbish, trash or waste fire","PAULSON AVE & FRANKSTOWN AV, PITTSBURGH PA 15206",2015-07-16T08:56:43,0,231EN08,1208,Larimer,9,12,42003120800,2,12,5,10-Mar,40.46089453,-79.91515988
F150055183,113,"Cooking fire, confined to container","300 BLOCK N TAYLOR AVE, PITTSBURGH PA 15212",2015-07-16T14:29:10,1,231EN37,2206,Central Northside,1,22,42003220600,1,22,1,21-Jan,40.45689549,-80.01026196
F150055339,131,Passenger vehicle fire,"MOUNTAIN AVE & FISHER ST, PITTSBURGH PA 15210",2015-07-17T00:22:05,0,231EN24,1606,St. Clair,3,16,42003561700,4,16,3,8-Apr,40.41151333,-79.9772403
F150055361,162,Outside equipment fire,"TRACEY ST & PREBLE AVE, PITTSBURGH PA 15220",2015-07-17T03:55:34,0,231EN35,2704,Marshall-Shadeland,1,27,42003980900,1,27,1,14-Jan,40.47358621,-80.04018352
F150055506,113,"Cooking fire, confined to container","1400 BLOCK SWANTEK ST, PITTSBURGH PA 15204",2015-07-17T14:32:18,1,231EN31,2022,Sheraden,2,20,42003202200,5,20,6,16-Jan,40.45368767,-80.06873694
F150055622,113,"Cooking fire, confined to container","300 BLOCK SEMPLE ST, PITTSBURGH PA 15213",2015-07-17T22:02:37,1,231EN10,405,Central Oakland,3,4,42003040500,3,4,4,14-Feb,40.43873757,-79.95709363
F150055657,111,Building fire,"5500 BLOCK HAYS ST, PITTSBURGH PA 15206",2015-07-18T00:31:53,1,23138413,1113,East Liberty,9,11,42003111300,2,11,5,8-Mar,40.4704408,-79.92959478
F150055797,151,"Outside rubbish, trash or waste fire","SANDUSKY ST & STOCKTON ST, PITTSBURGH PA 15219",2015-07-18T15:18:25,0,231EN32,2204,Allegheny Center,1,22,42003562700,1,22,1,20-Jan,40.45048347,-80.00288261
F140045294,113,"Cooking fire, confined to container","6600 BLOCK LYRIC ST, PITTSBURGH PA 15206",2014-06-25T14:29:35,1,231EN15,1203,Lincoln-Lemington-Belmar,9,12,42003120300,2,12,5,15-Mar,40.46449546,-79.90514216
